id,name,year_established,country,description,url,has_trading_incentive,trust_score,trust_score_rank,trade_vol_24h_btc,trade_vol_24h_btc_normalized,trade_vol_24h_usd,trade_vol_24h_usd_normalized,age_of_exchange,ingested_at
toko_crypto,TokoCrypto,2017.0,Indonesia,"Founded in June 2017, Tokocrypto was born from a crypto fan group with strong confidence in the examples and benefits that blockchain technology can offer to the public. Tokocrypto aims to be Southeast Asia's leading exchange for digital assets by providing customers with an easy, simple, instant, and secure platform to transact with confidence. Furthermore, Tokocryoto aims to be a community center for members of the crypto world to gather together, allowing for the sharing of technical knowledge and expertise and championing new ideas.

Teamwork
We help each other to solve the problem.
We work together to realize our big dreams.
We value the contribution of each member.
We communicate freely and openly.
Innovation
We accept changes and use data to make decisions.
We strive to innovate helping users to simplify the process.
We always try to build something better than before.
Customer-oriented
We focus on solving customer problems.
We focus on open communication with our customers.
We build products that everyone will be easy to use.
Passion
We love what we do.
Contact us
Getting what is needed? Let's greet us!

support@tokocrypto.com
hello@tokocrypto.com

Join us
What are you waiting for? Start your crypto investment now with Tokocrypto. Register NOW!

More information about Tokocrypto, please visit www.tokocrypto.com and news.tokocrypto.com for the latest news in the crypto world.",https://tokocrypto.com,False,5.0,167.0,86.62250214505906,86.62250214505906,5520905.96,5520905.96,7.0,2024-06-23 22:50:18.517587
pancakeswap-v3-zksync,Pancakeswap V3 (zkSync),2020.0,Singapore,,https://pancakeswap.finance/swap?chain=zkSync,False,5.0,168.0,70.85283662939457,70.85283662939457,4515822.55,4515822.55,4.0,2024-06-23 22:50:18.517587
kumex,KuCoin Futures,2019.0,,,https://futures.kucoin.com/trade,False,,,2594.921581527846,0.0,165387949.78,0.00,5.0,2024-06-23 22:50:18.517587
ekubo,Ekubo (Starknet),,,,https://app.ekubo.org,False,5.0,169.0,69.06101126462838,69.06101126462838,4401620.13,4401620.13,,2024-06-23 22:50:18.517587
katana,Katana,2021.0,,,https://katana.roninchain.com/#/swap,False,5.0,170.0,71.78355345338026,64.52472692237635,4575142.01,4112498.96,3.0,2024-06-23 22:50:18.517587
oku-trade-scroll,Oku Trade (Scroll),,,,https://oku.trade/app/scroll,False,5.0,171.0,51.706763458524435,51.706763458524435,3295542.98,3295542.98,,2024-06-23 22:50:18.517587
balancer_arbitrum,Balancer V2 (Arbitrum),,,,https://arbitrum.balancer.fi/#/trade,False,5.0,172.0,41.79697348138017,41.79697348138017,2663940.14,2663940.14,,2024-06-23 22:50:18.517587
bitexen,Bitexen,2018.0,Turkey,,https://www.bitexen.com/,False,5.0,173.0,163.56354402888797,40.17850525335352,10424761.73,2560786.68,6.0,2024-06-23 22:50:18.517587
qmall,QMall,,Lithuania,,https://qmall.io/,False,5.0,174.0,799.289747506808,39.06390904846243,50942923.89,2489747.62,,2024-06-23 22:50:18.517587
syncswap-scroll,SyncSwap (Scroll),,,,https://syncswap.xyz/scroll,False,6.0,175.0,34.38234727260728,34.38234727260728,2191367.16,2191367.16,,2024-06-23 22:50:18.517587
iziswap-scroll,iZiSwap (Scroll),,,,https://izumi.finance/trade/swap,False,6.0,176.0,28.026076065119447,28.026076065119447,1786248.68,1786248.68,,2024-06-23 22:50:18.517587
balancer_polygon,Balancer V2 (Polygon),,,,https://polygon.balancer.fi/#/trade,False,5.0,177.0,27.095199404640628,27.095199404640628,1726919.04,1726919.04,,2024-06-23 22:50:18.517587
biswap-v3-1,Biswap V3,,,,https://biswap.org/swap?,False,5.0,178.0,26.713470966099603,26.713470966099603,1702589.48,1702589.48,,2024-06-23 22:50:18.517587
thruster-v2-1-0-fee-tier,Thruster V2 (1.0% Fee Tier),,,,https://app.thruster.finance/,False,5.0,179.0,25.80285898692123,25.80285898692123,1644551.41,1644551.41,,2024-06-23 22:50:18.517587
sushiswap-v2-base,Sushiswap V2 (Base),,,,https://www.sushi.com/swap,False,5.0,180.0,22.79812460222754,22.79812460222754,1453043.94,1453043.94,,2024-06-23 22:50:18.517587
saucerswap-v2,Saucerswap V2,,,,https://www.saucerswap.finance/swap,False,6.0,181.0,21.81867023726316,21.81867023726316,1390618.18,1390618.18,,2024-06-23 22:50:18.517587
quickswap-v3-manta-pacific,Quickswap V3 (Manta Pacific),,,,https://quickswap.exchange/#/swap,False,5.0,182.0,19.117719289421164,19.117719289421164,1218472.43,1218472.43,,2024-06-23 22:50:18.517587
kickex,KickEX,2020.0,Estonia,"KickEX is the exchange with the lowest trading fees on the market. It's the fastest-growing exchange with amazing iOS and Android apps available in stores. Buy crypto within a minute, trade without risk! Our Support Team will answer all your questions instantly, in 7 different languages. Simple and user-friendly interface and high-quality KickEX mobile apps make our customers’ trading more comfortable, without bothering themselves with a long search for information.",https://kickex.com/en,False,5.0,183.0,321.2080695411244,19.180372891755926,20472273.40,1222465.67,4.0,2024-06-23 22:50:18.517587
uniswap-v3-avalanche,Uniswap V3 (Avalanche),,,,https://app.uniswap.org/#/swap?,False,5.0,184.0,18.123653775085078,18.123653775085078,1155115.42,1155115.42,,2024-06-23 22:50:18.517587
syncswap-linea,SyncSwap (Linea),,,,https://syncswap.xyz/,False,5.0,185.0,17.393432887782307,17.393432887782307,1108574.62,1108574.62,,2024-06-23 22:50:18.517587
sushiswap-v3-base,SushiSwap V3 (Base),2020.0,Japan,,https://www.sushi.com/swap,False,5.0,186.0,15.551400819578578,15.551400819578578,991172.26,991172.26,4.0,2024-06-23 22:50:18.517587
degate,DeGate,,,,https://app.degate.com/,False,5.0,187.0,54.73656266067774,14.725571982818257,3488647.96,938537.86,,2024-06-23 22:50:18.517587
bittime,Bittime,2022.0,Indonesia,Bittime is an Indonesian local exchange that is regulated by BAPPEBTI,https://www.bittime.com/,False,5.0,188.0,13.754377886214305,13.754377886214305,876638.58,876638.58,2.0,2024-06-23 22:50:18.517587
astroport_neutron,Astroport (Neutron),,,,https://astroport.fi/,False,5.0,189.0,13.140331306843342,13.140331306843342,837502.17,837502.17,,2024-06-23 22:50:18.517587
dodo_polygon,DODO (Polygon),,,,https://app.dodoex.io/,False,5.0,190.0,12.43230478129998,12.43230478129998,792375.93,792375.93,,2024-06-23 22:50:18.517587
sushiswap-v3-polygon,Sushiswap V3 (Polygon),,,,https://www.sushi.com/swap,False,5.0,191.0,12.308808216448927,12.308808216448927,784504.85,784504.85,,2024-06-23 22:50:18.517587
uniswap-v3-blast,Uniswap V3 (Blast),,,,https://app.uniswap.org/#/swap,False,5.0,192.0,12.064708338109456,12.064708338109456,768947.08,768947.08,,2024-06-23 22:50:18.517587
dackieswap,DackieSwap V3,,,,https://www.dackieswap.xyz/swap?chain=base,False,5.0,193.0,11.666406508760884,11.666406508760884,743561.22,743561.22,,2024-06-23 22:50:18.517587
spookyswap,SpookySwap,,,,https://spookyswap.finance/swap,False,5.0,194.0,10.311858157364016,10.311858157364016,657228.75,657228.75,,2024-06-23 22:50:18.517587
nile-v1,NILE V1,2024.0,Unknown or Invalid Region,,https://www.thenile.exchange/swap,False,5.0,195.0,10.27198489545937,10.27198489545937,654687.42,654687.42,0.0,2024-06-23 22:50:18.517587
iziswap-linea,iZiSwap (Linea),,,,https://izumi.finance/trade/swap,False,5.0,196.0,10.29529973748206,10.29529973748206,656173.40,656173.40,,2024-06-23 22:50:18.517587
wagmi-kava,WAGMI (Kava),2023.0,United Arab Emirates,The Wagmi protocol is a limited TVL decentralized exchange with advanced liquidity provision strategies and GMI mechanics.,https://wagmi.com/,False,5.0,197.0,10.233735479216085,10.233735479216085,652249.59,652249.59,1.0,2024-06-23 22:50:18.517587
thena,THENA,,,,https://thena.fi/swap,False,5.0,198.0,9.354993419945536,9.354993419945536,596242.75,596242.75,,2024-06-23 22:50:18.517587
nostra,Nostra ,2024.0,Cayman Islands,Nostra Pools is an AMM product for optimal trading of volatile and stable assets. Deposit assets into these dynamic pools and earn swap fees.,https://app.nostra.finance/pools,False,5.0,199.0,8.816117134314073,8.816117134314073,561897.34,561897.34,0.0,2024-06-23 22:50:18.517587
lcx,LCX Exchange,2020.0,Liechtenstein,"The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.",https://exchange.lcx.com/,False,4.0,200.0,40.40733024849787,8.726822375915706,2575370.89,556206.12,4.0,2024-06-23 22:50:18.517587
phux,Phux,,,,https://phux.io/#/,False,5.0,201.0,8.925025640161119,8.361980274121779,568838.65,532952.82,,2024-06-23 22:50:18.517587
metalx,Metal X,2023.0,United States,Advanced Decentralized Trading Exchange Powered by XPR Network,https://metalx.com,False,5.0,202.0,15.505762835832224,7.9713340158159,988263.52,508054.89,1.0,2024-06-23 22:50:18.517587
pangolin,Pangolin,2021.0,,,https://app.pangolin.exchange/#/swap,False,5.0,203.0,7.762759633286632,7.762759633286632,494761.35,494761.35,3.0,2024-06-23 22:50:18.517587
hercules-v3,Hercules V3,,,,https://app.hercules.exchange/,False,5.0,204.0,7.566414828917343,7.566414828917343,482247.27,482247.27,,2024-06-23 22:50:18.517587
methlab,Methlab (Mantle),,,,https://www.methlab.xyz/puffpenthouse,False,5.0,205.0,7.5034235334303,7.5034235334303,478232.50,478232.50,,2024-06-23 22:50:18.517587
balancer-v2-base,Balancer V2 (Base),,,,,False,5.0,206.0,7.457368864069396,7.457368864069396,475297.19,475297.19,,2024-06-23 22:50:18.517587
fraxswap_ethereum,Fraxswap (Ethereum),,,Fraxswap is the first constant product automated market maker with an embedded time-weighted average market maker (TWAMM) for conducting large trades over long periods of time trustlessly. It is fully permissionless and the core AMM is based on Uniswap V2. This new AMM helps traders execute large orders efficiently and will be heavily used by the Frax Protocol to increase the stability of the pegs for the FRAX & FPI stablecoins as well as return protocol excess profits to FXS holders through TWAMM purchases.,https://app.frax.finance/swap/main,False,5.0,207.0,6.908878349337657,6.908878349337657,440339.02,440339.02,,2024-06-23 22:50:18.517587
sushiswap-v3-arbitrum,Sushiswap V3 (Arbitrum),,,,https://www.sushi.com/,False,5.0,208.0,6.881548137338218,6.881548137338218,438597.12,438597.12,,2024-06-23 22:50:18.517587
nomiswap_stable,Nomiswap (Stable),,,,https://nomiswap.io/swap,False,5.0,209.0,12.843815468930703,6.902611866946058,818603.66,439939.62,,2024-06-23 22:50:18.517587
pulsex-v2,PulseX V2,,,,https://app.pulsex.com/swap,False,5.0,210.0,6.8057442805597175,6.8057442805597175,433765.75,433765.75,,2024-06-23 22:50:18.517587
mute,Koi Finance,,,,https://app.koi.finance/swap,False,5.0,211.0,6.740919301180462,6.740919301180462,429634.11,429634.11,,2024-06-23 22:50:18.517587
biswap,Biswap,,,,https://biswap.org/,False,5.0,212.0,6.5167012101795585,6.5167012101795585,415343.52,415343.52,,2024-06-23 22:50:18.517587
shibaswap,Shibaswap,2021.0,,Shibaswap is an automated market maker based decentralized exchange launched by the Shiba Inu team.,https://shibaswap.com/#/,False,5.0,213.0,6.690942705906277,6.690942705906277,426448.84,426448.84,3.0,2024-06-23 22:50:18.517587
supswap,SupSwap,,,,https://supswap.xyz/swap,False,5.0,214.0,5.668202409618805,5.668202409618805,361264.24,361264.24,,2024-06-23 22:50:18.517587
syncswap-v2-zksync,SyncSwap (zkSync),,,,https://syncswap.xyz/swap,False,5.0,215.0,5.606906730842652,5.606906730842652,357357.55,357357.55,,2024-06-23 22:50:18.517587
quickswap-v3-astar-zkevm,QuickSwap V3 (Astar zkEVM),,,,https://quickswap.exchange/#/swap?,False,5.0,216.0,5.606148359291267,5.606148359291267,357309.21,357309.21,,2024-06-23 22:50:18.517587
wigoswap,Wigoswap,2022.0,,"WigoSwap is a Decentralized Exchange (DEX), and also a platform for staking, farming, buying and selling of non-fungible tokens (NFTs). Making use of our DeFi protocols, users are able to provide the DEX with liquidity, trade various assets in a decentralized manner, and benefit from the rewards allocated to the adopters. Taking into consideration the deficiencies inherent in the existing solutions, WigoSwap aims to reshape the DeFi solutions emphasizing their adequate functioning. Furthermore, the platform keeps an eye on guiding the liquidity provided by the users to yield in a more positive way. ",https://wigoswap.io/swap,False,5.0,217.0,9.776090687818638,4.919275726152732,623081.49,313531.22,2.0,2024-06-23 22:50:18.517587
quickswap-polygon-zkevm,Quickswap (Polygon zkEVM),,,,https://quickswap.exchange/#/swap?,False,5.0,218.0,4.868979361213182,4.868979361213182,310325.57,310325.57,,2024-06-23 22:50:18.517587
sushiswap_arbitrum,Sushiswap (Arbitrum One),,,,https://app.sushi.com/swap,False,5.0,219.0,4.78173041845266,4.78173041845266,304764.74,304764.74,,2024-06-23 22:50:18.517587
bancor,Bancor (V2),,,,https://www.bancor.network,False,5.0,220.0,4.5752554546388735,4.5752554546388735,291605.00,291605.00,,2024-06-23 22:50:18.517587
tinyman,Tinyman,2021.0,,,https://app.tinyman.org/,False,5.0,221.0,4.57711059551196,4.57711059551196,291723.24,291723.24,3.0,2024-06-23 22:50:18.517587
wagmi-metis,WAGMI (Metis),2023.0,United Arab Emirates,The Wagmi protocol is a limited TVL decentralized exchange with advanced liquidity provision strategies and GMI mechanics.,https://wagmi.com/,False,5.0,222.0,4.556838490387368,4.556838490387368,290431.19,290431.19,1.0,2024-06-23 22:50:18.517587
sushiswap_polygon_pos,Sushiswap (Polygon POS),2021.0,,"Sushiswap on Polygon POS (formerly MATIC) is a DeFi protocol providing services such as swap, earn, yield, launchpad, and more!",https://app.sushi.com/swap,False,5.0,223.0,4.55609857846634,4.55609857846634,290384.04,290384.04,3.0,2024-06-23 22:50:18.517587
sushiswap-v3-linea,Sushiswap V3 (Linea),,,,https://www.sushi.com/swap,False,5.0,224.0,4.452290554727848,4.452290554727848,283767.81,283767.81,,2024-06-23 22:50:18.517587
quickswap-v3-immutable-zkevm,QuickSwap V3 (Immutable zkEVM),,,,https://quickswap.exchange/#/swap?,False,5.0,225.0,4.293591427693669,4.293591427693669,273653.08,273653.08,,2024-06-23 22:50:18.517587
fusionx-v3,FusionX V3,,,,https://fusionx.finance/swap?,False,5.0,226.0,6.3827179772354805,3.9530534212053485,406804.06,251948.81,,2024-06-23 22:50:18.517587
apertureswap,ApertureSwap,,,,https://app.aperture.finance/swap,False,5.0,227.0,3.649169536929647,3.649169536929647,232580.70,232580.70,,2024-06-23 22:50:18.517587
bunnyswap,BunnySwap,,,,,False,5.0,228.0,3.486731299395335,3.486731299395335,222227.66,222227.66,,2024-06-23 22:50:18.517587
bancor_v3,Bancor (V3),,,,https://try.bancor.network/,False,5.0,229.0,3.4640219138890385,3.4640219138890385,220780.27,220780.27,,2024-06-23 22:50:18.517587
stellaswap-v3,Stellaswap (V3),,,,https://app.stellaswap.com/exchange/swap,False,5.0,230.0,3.3991982693676146,3.3991982693676146,216648.72,216648.72,,2024-06-23 22:50:18.517587
dragonswap,DragonSwap,,,,https://dragonswap.app/swap,False,5.0,231.0,3.3849365659296704,3.3849365659296704,215739.74,215739.74,,2024-06-23 22:50:18.517587
9inch,9inch,,,,https://app.9inch.io/swap?chain=pulsechain,False,5.0,232.0,2.9084125566831065,2.9084125566831065,185368.37,185368.37,,2024-06-23 22:50:18.517587
iziswap-mantle,iZiSwap (Mantle),,,,https://izumi.finance/trade/swap,False,5.0,233.0,2.814407786143253,2.814407786143253,179376.96,179376.96,,2024-06-23 22:50:18.517587
spartadex,SpartaDEX,2023.0,Estonia,,https://app.spartadex.io/dex,False,5.0,234.0,2.6313831501544027,2.6313831501544027,167711.84,167711.84,1.0,2024-06-23 22:50:18.517587
eddyfinance,EddyFinance,,,,https://app.eddy.finance/swap,False,5.0,235.0,2.5722255431974554,2.5722255431974554,163941.41,163941.41,,2024-06-23 22:50:18.517587
uniswap-v2-arbitrum,Uniswap V2 (Arbitrum),,,,https://app.uniswap.org/swap,False,5.0,236.0,2.558380756016694,2.558380756016694,163059.01,163059.01,,2024-06-23 22:50:18.517587
sushiswap-v3-core,Sushiswap V3 (Core),,,,https://www.sushi.com/swap?,False,5.0,237.0,2.4540541676787098,2.4540541676787098,156409.73,156409.73,,2024-06-23 22:50:18.517587
equalizer,Equalizer,,,,https://equalizer.exchange/?,False,5.0,238.0,2.3759253364821897,2.3759253364821897,151430.17,151430.17,,2024-06-23 22:50:18.517587
orion-bsc,Orion (BSC),,,,https://trade.orion.xyz/swap,False,5.0,239.0,2.2984818474579267,2.2984818474579267,146494.29,146494.29,,2024-06-23 22:50:18.517587
smardex-ethereum,SmarDex,,,,https://smardex.io/swap?chainId=1,False,5.0,240.0,2.1269059923962557,2.1269059923962557,135558.86,135558.86,,2024-06-23 22:50:18.517587
bakeryswap,Bakeryswap,2020.0,,,https://www.bakeryswap.org/#/swap,False,5.0,241.0,2.194325297705423,2.194325297705423,139855.85,139855.85,4.0,2024-06-23 22:50:18.517587
bladeswap,BladeSwap,2024.0,Japan,Bladeswap is the native Dex of Blast. Enjoy seamless UX/UI with native multicall and epoch-less real time voting feature.,https://bladeswap.xyz,False,5.0,242.0,1.9801103724573528,1.9801103724573528,126202.81,126202.81,0.0,2024-06-23 22:50:18.517587
pearl-exchange,PearlFi,,,,https://www.pearl.exchange/swap,False,5.0,243.0,1.9327456801913154,1.9327456801913154,123184.01,123184.01,,2024-06-23 22:50:18.517587
quickswap_v3_x_layer,Quickswap V3 (X Layer),,,,https://quickswap.exchange/#/swap?,False,5.0,244.0,1.870756333591281,1.870756333591281,119233.10,119233.10,,2024-06-23 22:50:18.517587
dackieswap-v2,DackieSwap V2,,,,https://www.dackieswap.xyz/swap?,False,5.0,245.0,1.703967267075668,1.703967267075668,108602.76,108602.76,,2024-06-23 22:50:18.517587
mm_finance,MMFinance (Cronos),2021.0,,"MMFinance is a decentralized cryptocurrency exchange on Cronos Network with unique features like NFT staking, protocol owned liquidity and referral program. MM Finance is also a dex with the lowest trading fees on Cronos Chain - 0.17% fees.
",https://mm.finance/,False,5.0,246.0,1.7012166089347538,1.7012166089347538,108427.45,108427.45,3.0,2024-06-23 22:50:18.517587
alien-base,Alien Base,,,,https://app.alienbase.xyz/swap,False,5.0,247.0,1.6415045391527872,1.6415045391527872,104621.69,104621.69,,2024-06-23 22:50:18.517587
lynex-v2-linea,Lynex V2 (Linea),,,,https://app.lynex.fi/swap,False,5.0,248.0,1.4991272784763938,1.4991272784763938,95547.24,95547.24,,2024-06-23 22:50:18.517587
firefly,Firefly,2024.0,,,https://fireflydex.io/#/swap,False,5.0,249.0,1.4987761209016373,1.4987761209016373,95524.86,95524.86,0.0,2024-06-23 22:50:18.517587
ra-exchange,Ra Exchange,,,,https://www.ra.exchange/swap,False,5.0,250.0,1.273082959198736,1.273082959198736,81140.25,81140.25,,2024-06-23 22:50:18.517587
kinetix-v3,Kinetix V3,,,,https://dex.kinetix.finance/#/swap,False,5.0,251.0,1.8867555710843387,1.2385995125734983,120252.82,78942.44,,2024-06-23 22:50:18.517587
iziswap-mode,iZiSwap (Mode),,,,https://izumi.finance/trade/swap,False,5.0,252.0,1.1501828025007552,1.1501828025007552,73307.18,73307.18,,2024-06-23 22:50:18.517587
voltage-finance-v3,Voltage Finance V3,,,,https://voltage.finance/swap,False,5.0,253.0,1.1346714459475846,1.1346714459475846,72318.56,72318.56,,2024-06-23 22:50:18.517587
iziswap-manta-pacific,iZiSwap (Manta Pacific),,,,https://izumi.finance/trade/swap,False,5.0,254.0,1.1119721669694485,1.1119721669694485,70871.81,70871.81,,2024-06-23 22:50:18.517587
henjindex,HenjinDEX,,,,https://app.henjin.xyz/swap,False,5.0,255.0,1.105597490816143,1.105597490816143,70465.52,70465.52,,2024-06-23 22:50:18.517587
stellaswap,StellaSwap,,,,https://stellaswap.com/,False,5.0,256.0,1.0458987662833454,1.0458987662833454,66660.61,66660.61,,2024-06-23 22:50:18.517587
uniswap-v2-polygon,Uniswap V2 (Polygon),,,,https://app.uniswap.org/swap,False,5.0,257.0,1.042761413228534,1.042761413228534,66460.65,66460.65,,2024-06-23 22:50:18.517587
dooar-polygon,DOOAR (Polygon),2022.0,Unknown or Invalid Region,"DOOAR is a multi-chain decentralized exchange. DOOAR utilizes smart contract technology to trade cryptocurrency without external custodians, that facilitates the liquidity and transactions within the FSL ecosystem.",https://dooar.com/,False,4.0,258.0,1.4602370175655495,1.0077956682166311,93068.56,64232.10,2.0,2024-06-23 22:50:18.517587
spookyswap-v3,SpookySwap V3 ,,,,https://spooky.fi/#/swap,False,5.0,259.0,0.9614996821862326,0.9614996821862326,61281.41,61281.41,,2024-06-23 22:50:18.517587
jediswap-starknet-alpha,JediSwap,,,,https://app.jediswap.xyz/#/swap,False,5.0,260.0,0.9171806687678729,0.9171806687678729,58456.73,58456.73,,2024-06-23 22:50:18.517587
squadswap,SquadSwap V2,2023.0,Unknown or Invalid Region,"SquadSwap is a DEX created by the Pancake Squad NFT community. You can easily swap, provide liquidity and earn fees. SquadSwap is powered by it’s native token, SQUAD. ",https://squadswap.com/,False,5.0,261.0,0.8515420946772294,0.8515420946772294,54273.24,54273.24,1.0,2024-06-23 22:50:18.517587
spacefi_zksync,SpaceFi (ZkSync),,,,https://swap-zksync.spacefi.io/#/swap,False,5.0,262.0,0.8424640541519935,0.8424640541519935,53694.65,53694.65,,2024-06-23 22:50:18.517587
pacificswap,PacificSwap,,,,https://pacificswap.xyz/swap,False,5.0,263.0,0.7792782578424812,0.7792782578424812,49667.49,49667.49,,2024-06-23 22:50:18.517587
sushiswap_xdai,Sushiswap (xDai),,,"Sushiswap on xDai is a DeFi protocol providing services such as swap, earn, yield, launchpad, and more!",https://app.sushi.com/swap,False,4.0,264.0,0.6965273119745373,0.6965273119745373,44393.34,44393.34,,2024-06-23 22:50:18.517587
swapbased,SwapBased,,,,https://swapbased.finance/#/swap,False,5.0,265.0,0.6977026627676991,0.6977026627676991,44468.25,44468.25,,2024-06-23 22:50:18.517587
astroport-sei,Astroport (Sei),,,,https://app.astroport.fi/swap,False,5.0,266.0,0.6263272255671527,0.6263272255671527,39919.12,39919.12,,2024-06-23 22:50:18.517587
iziswap-zetachain,iZiSwap (Zetachain),,,,https://izumi.finance/trade/swap,False,5.0,267.0,0.6125187758875585,0.6125187758875585,39039.03,39039.03,,2024-06-23 22:50:18.517587
velodrome,Velodrome Finance,2022.0,,"Velodrome Finance, at its core, is a solution for protocols on Optimism to properly incentivize liquidity for their own use cases. Building on top of the groundwork laid out by Solidly, our team has addressed that first iteration's core issues to realize its full potential.

The team behind Velodrome Finance previously launched veDAO, an initiative incubated by Information Token. veDAO's founding mandate was to engage with the Solidly ecosystem, a protocol launched on the Fantom network by Andre Cronje, while driving long-term value to the veDAO community.

The veDAO team has since developed deep subject matter expertise on both Solidly, the veNFT primitive, and the ve(3,3) mechanism, becoming the go-to resource for protocols and chains seeking support around these topics.",https://velodrome.finance/,False,5.0,268.0,0.6013766213044452,0.6013766213044452,38328.88,38328.88,2.0,2024-06-23 22:50:18.517587
crema_finance,Crema Finance,,,,https://app.crema.finance/#/,False,5.0,269.0,0.5593678051481978,0.5593678051481978,35651.44,35651.44,,2024-06-23 22:50:18.517587
defi_swap,DeFi Swap,,,,https://crypto.com/defi/swap,False,5.0,270.0,0.5254482725250263,0.5254482725250263,33489.57,33489.57,,2024-06-23 22:50:18.517587
stationdex-v3-x-layer,StationDEX V3 (x Layer),,,,https://app.stationdex.com/swap,False,5.0,271.0,0.495868697633829,0.495868697633829,31604.31,31604.31,,2024-06-23 22:50:18.517587
iziswap-zklink-nova,iZiSwap (zkLink Nova) ,,,,https://izumi.finance/trade/swap,False,5.0,272.0,0.4934006279893835,0.4934006279893835,31447.01,31447.01,,2024-06-23 22:50:18.517587
shimmersea,MagicSea,,,,https://www.magicsea.finance/home,False,5.0,273.0,0.4814616656993399,0.4814616656993399,30686.07,30686.07,,2024-06-23 22:50:18.517587
sushiswap-v3-optimism,Sushiswap V3 (Optimism),,,,https://www.sushi.com/swap,False,5.0,274.0,0.4799891088520855,0.4799891088520855,30592.22,30592.22,,2024-06-23 22:50:18.517587
one_inch_liquidity_protocol,1inch Liquidity Protocol,,,,https://app.1inch.io,False,5.0,275.0,0.4914434241994651,0.4914434241994651,31322.26,31322.26,,2024-06-23 22:50:18.517587
ubeswap,Ubeswap,,,,https://app.ubeswap.org/#/swap,False,5.0,276.0,0.4542737167680838,0.4542737167680838,28953.24,28953.24,,2024-06-23 22:50:18.517587
illuminex,illumineX,2024.0,Seychelles,illumineX is a confidential cross-chain swapping & bridging protocol powered by Oasis Network.,https://illuminex.xyz,False,5.0,277.0,0.4412929669110169,0.4412929669110169,28125.91,28125.91,0.0,2024-06-23 22:50:18.517587
swapmode,SwapMode,,,,https://swapmode.fi/swap,False,5.0,278.0,0.4194219075650011,0.4194219075650011,26731.96,26731.96,,2024-06-23 22:50:18.517587
orangedx,OrangeDX,,,,https://app.orangedx.com/swap,False,5.0,279.0,0.4073276704838807,0.4073276704838807,25961.13,25961.13,,2024-06-23 22:50:18.517587
voltswap_meter,Voltswap (Meter),,,,https://voltswap.finance/#/swap,False,5.0,280.0,0.381443156946227,0.381443156946227,24311.37,24311.37,,2024-06-23 22:50:18.517587
smardex-polygon,SmarDex (Polygon),2023.0,Switzerland,"SMARDEX is an Automated Market Maker (AMM) that addresses the issue of Impermanent Loss (IL) and in some cases transforms it into Impermanent Gain (IG). It is an open-source Smart Contract, which is a decentralized software that runs on compatible Ethereum Virtual Machine blockchains.",https://smardex.io/swap?chainId=137,False,5.0,281.0,0.3742777512500173,0.3742777512500173,23854.68,23854.68,1.0,2024-06-23 22:50:18.517587
icecreamswap-v3-core,IceCreamSwap V3 (CORE) ,,,,https://icecreamswap.com/?chain=core,False,5.0,282.0,0.3518142335248931,0.3518142335248931,22422.96,22422.96,,2024-06-23 22:50:18.517587
solarbeam,Solarbeam,2021.0,Estonia,"Solarbeam is a decentralized exchange, providing liquidity and enabling peer-to-peer transactions on the Moonriver Network. The goal is to provide a comprehensive and convenient, one-stop platform for the cryptocurrency community.",https://solarbeam.io/exchange/swap,False,5.0,283.0,0.3498868269507478,0.3498868269507478,22300.12,22300.12,3.0,2024-06-23 22:50:18.517587
sushiswap_arbitrum_nova,Sushiswap (Arbitrum Nova),2022.0,,,https://app.sushi.com/en/swap,False,5.0,284.0,0.3350960736761075,0.3350960736761075,21357.43,21357.43,2.0,2024-06-23 22:50:18.517587
starkdefi,StarkDefi,,,,https://app.starkdefi.com/#/swap,False,5.0,285.0,0.318189842323975,0.318189842323975,20279.91,20279.91,,2024-06-23 22:50:18.517587
orion-ethereum,Orion (Ethereum) ,,,,https://trade.orion.xyz/swap,False,5.0,286.0,0.2994005095367473,0.2994005095367473,19082.36,19082.36,,2024-06-23 22:50:18.517587
xswap,XSwap,,,,https://app.xspswap.finance/swap,False,5.0,287.0,0.2919157614712893,0.2919157614712893,18605.32,18605.32,,2024-06-23 22:50:18.517587
zora-energy-swap-v3,Zora Energy Swap V3,2024.0,,,https://swap.zora.energy/#/swap,False,5.0,288.0,0.2905659986239427,0.2905659986239427,18519.29,18519.29,0.0,2024-06-23 22:50:18.517587
astroport_injective,Astroport (Injective),,,,https://astroport.fi/,False,5.0,289.0,0.2792019002901717,0.2792019002901717,17795.00,17795.00,,2024-06-23 22:50:18.517587
skydrome-v2,Skydrome V2,,,,https://app.skydrome.finance/swap,False,5.0,290.0,0.2724176317213871,0.2724176317213871,17362.60,17362.60,,2024-06-23 22:50:18.517587
bitswap-v2-bouncebit,BitSwap V2 (BounceBit),,,,https://app.bouncebit.io/club/1,False,5.0,291.0,0.2552724041211998,0.2552724041211998,16269.85,16269.85,,2024-06-23 22:50:18.517587
