id,name,year_established,country,description,url,has_trading_incentive,trust_score,trust_score_rank,trade_vol_24h_btc,trade_vol_24h_btc_normalized,trade_vol_24h_usd_normalized,trade_vol_24h_usd,age_of_exchange,ingested_at
swapbased-v3,SwapBased V3,2023.0,Spain,"SwapBased is a decentralized exchange that offers Concentrated Liquidity & Farms, V2 Liquidity & Farms and Perpetuals all in one place.",https://swapbased.finance,False,6.0,128.0,57.54729846974839,57.54729846974839,3851746.00,3851746.00,1.0,2024-06-14 08:34:58.428855
vvs,VVS Finance,2021.0,,,https://vvs.finance/swap,False,6.0,129.0,54.96946865687786,54.96946865687786,3679207.13,3679207.13,3.0,2024-06-14 08:34:58.428855
velodrome-finance-v2,Velodrome Finance v2,,,,https://velodrome.finance/,False,6.0,130.0,53.25259020797137,53.25259020797137,3564293.31,3564293.31,,2024-06-14 08:34:58.428855
pancakeswap-v3-zksync,Pancakeswap V3 (zkSync),2020.0,Singapore,,https://pancakeswap.finance/swap?chain=zkSync,False,6.0,131.0,49.95659822697197,49.95659822697197,3343686.54,3343686.54,4.0,2024-06-14 08:34:58.428855
lcx,LCX Exchange,2020.0,Liechtenstein,"The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.",https://exchange.lcx.com/,False,6.0,132.0,41.53810231749323,41.53810231749323,2780221.20,2780221.20,4.0,2024-06-14 08:34:58.428855
syncswap,SyncSwap,,,,https://syncswap.xyz/swap,False,6.0,133.0,41.0176090263549,41.0176090263549,2745383.63,2745383.63,,2024-06-14 08:34:58.428855
iziswap-scroll,iZiSwap (Scroll),,,,https://izumi.finance/trade/swap,False,6.0,134.0,33.48180596173877,33.48180596173877,2240998.54,2240998.54,,2024-06-14 08:34:58.428855
wazirx,WazirX,2018.0,India,,https://wazirx.com/,False,6.0,135.0,31.536495068897825,31.536495068897825,2110795.33,2110795.33,6.0,2024-06-14 08:34:58.428855
apex_pro,ApeX Pro,2022.0,Singapore,"Apex Pro is a decentralized cryptocurrency exchange established in 2022.

ApeX Protocol's newest product offering, ApeX Pro is a permissionless and non-custodial DEX, powered by StarkWare's Layer 2 scalability engine StarkEx. It operates on an orderbook model and delivers cross-margined perpetual contracts to its community under a new framework. It is primed to deliver limitless access to the perpetual swaps market, as it remains committed to the promises of not just speed and efficiency, but also security with transparency on traders' preferred derivatives trading assets.

ApeX Protocol is a multichain decentralized derivatives protocol, designed to address flaws in existing decentralized exchanges (DEXs) such as high gas fees and poor order execution, and is dedicated to realizing the Web 3.0 vision — shaping a free and open ecosystem for all users to grow their wealth in a safe and trusted environment.
The protocol is incubated and supported by Davion Labs (a crypto impact incubator founded by Bybit) and backed by prominent global investors such as Dragonfly Capital, Jump Trading, Kronos, M77 Ventures, Mirana Ventures, Tiger Global, Cobo, and CyberX.",https://apex.exchange/,False,,,1988.6510324989517,406.30491141466945,27194731.26,133104052.84,2.0,2024-06-14 08:34:58.428855
balancer-gnosis,Balancer V2 (Gnosis),,,,https://app.balancer.fi/#/gnosis-chain/swap,False,6.0,136.0,31.490993411194943,31.490993411194943,2107749.82,2107749.82,,2024-06-14 08:34:58.428855
syncswap-scroll,SyncSwap (Scroll),,,,https://syncswap.xyz/scroll,False,6.0,137.0,30.910983581923883,30.910983581923883,2068928.70,2068928.70,,2024-06-14 08:34:58.428855
zkswap-finance,zkSwap Finance,2023.0,Singapore,The First Swap to Earn DEX Platform,https://zkswap.finance/,False,6.0,138.0,30.57280745954122,30.57280745954122,2046293.95,2046293.95,1.0,2024-06-14 08:34:58.428855
kujira,Kujira Fin,,,,https://fin.kujira.app/trade,False,6.0,139.0,30.566102352462654,30.566102352462654,2045845.17,2045845.17,,2024-06-14 08:34:58.428855
saucerswap-v2,Saucerswap V2,,,,https://www.saucerswap.finance/swap,False,6.0,140.0,29.96482370431487,29.96482370431487,2005600.49,2005600.49,,2024-06-14 08:34:58.428855
zaif,Zaif,2015.0,Japan,,https://zaif.jp/,,6.0,141.0,29.686568171301435,29.686568171301435,1986976.33,1986976.33,9.0,2024-06-14 08:34:58.428855
uniswap-v3-blast,Uniswap V3 (Blast),,,,https://app.uniswap.org/#/swap,False,6.0,142.0,24.871934478169624,24.871934478169624,1664724.09,1664724.09,,2024-06-14 08:34:58.428855
metalx,Metal X,2023.0,United States,Advanced Decentralized Trading Exchange Powered by XPR Network,https://metalx.com,False,6.0,143.0,20.370612505001635,20.370612505001635,1363442.37,1363442.37,1.0,2024-06-14 08:34:58.428855
cryptal,Cryptal,2020.0,Georgia,"Centralized Cryptocurrency exchange, providing Spot, fast exchange and OTC desk services supporting 27 CryptoCurrencies",https://cryptal.com/en,False,6.0,144.0,14.86028985259525,14.86028985259525,994626.39,994626.39,4.0,2024-06-14 08:34:58.428855
coinlist,Coinlist,2020.0,United States,"CoinList is where early adopters invest and trade in high quality crypto assets before they land on other exchanges, including Filecoin, Celo, Solana, Nervos, Dfinity, Algorand, and many more.

CoinList Trade is a fully-featured crypto spot exchange, built on battle-tested infrastructure and backed by some of the biggest names in the space. It will support the best new cryptoassets early in their lifecycles, as well as, most large cap established crypto. ",https://pro.coinlist.co/,False,6.0,145.0,9.726709974142569,9.726709974142569,651026.50,651026.50,4.0,2024-06-14 08:34:58.428855
stormgain,Stormgain,,Saint Vincent and the Grenadines,"StormGain is a crypto trading platform for everyone. It’s a convenient solution for those who want to profit from either the growth or decline of the cryptocurrency market and from long-term investments in crypto assets.
Available on any device, StormGain allows you to start trading the most popular and most capitalised coins with a multiplier of up to 200x, or you can just buy and hodl crypto.",https://stormgain.com/?utm_id=1DSE&utm_source=coingecko_storm&utm_medium=media&utm_campaign=listing&utm_country=en,False,6.0,146.0,9.384050472356888,9.384050472356888,628091.67,628091.67,,2024-06-14 08:34:58.428855
kriya-dex,KriyaDEX,,,,https://www.app.kriya.finance/spot/swap/,False,6.0,147.0,5.006073103153608,5.006073103153608,335065.63,335065.63,,2024-06-14 08:34:58.428855
emirex,Emirex,2014.0,United Arab Emirates,"Emirex is a groundbreaking platform that unites an exchange and a marketplace, providing users with the opportunity to exchange various stores of value for digital assets. Our mission is to harness the potential of digital assets and contribute to a world with greater economic freedom through open, fair, and censorship-resistant networks that serve humanity better.

Established in Estonia, Emirex has expanded its reach and now offers a professional trading platform that caters to the needs of investors and issuers of digital assets in the Middle East, Africa, Asia, and Europe. Our goal is to facilitate exposure to Middle Eastern wealth and enable the free movement of value around the world, ultimately promoting social welfare.

As a European licensed platform, Emirex is uniquely positioned to bridge the gap between East and West. With operations anchored in Estonia and a wider presence in the Czech Republic and Lithuania, we ensure a tailored and localized service for our diverse users.

Emirex.ee vs. Emirex.com
Emirex operates through two primary domains to cater to the distinct regulatory requirements and preferences of our global user base:

1. Emirex.ee: Rooted in Estonia, this platform stands as a testament to our origins, offering a secure and compliant trading environment under Estonia's, Czech, and Canada's regulatory frameworks.

2. Emirex.com: Our expansive platform, regulated by the authorities of the Czech Republic and Lithuania, is designed to meet the diverse standards and requirements of these jurisdictions.

For clarity, any websites or platforms bearing the ""Emirex"" name or branding outside of these two domains are not affiliated with or endorsed by Emirex. We prioritize the trust and safety of our community and always encourage users to verify domain names for authenticity.

Emirex's journey is one of continuous evolution. We pride ourselves on staying abreast of the latest industry developments, ensuring full regulatory compliance, and nurturing an ambitious roadmap for the future. Our team at Emirex is unwaveringly dedicated to proactive engagement with the broader community of traders, investors, issuers, and partners. We firmly believe that our platform's growth and success hinge on the active participation of our diverse ecosystem members. By fostering collaboration, innovation, and transparency, together, we can reshape the digital economy's landscape.

Join Emirex as we lead the way in connecting East and West, driven by the transformative power of digital assets and pioneering blockchain technology.  ",https://www.emirex.com/,False,6.0,148.0,7.022103634464334,1.5358533127770428,102797.47,470002.25,10.0,2024-06-14 08:34:58.428855
nomiswap,Nomiswap,,,Nomiswap is the first decentralized exchange platform on the market with a binary referral system and the lowest platform transaction fees (0.1%). We are a decentralized exchange platform for swapping currently BEP-20 tokens on the Binance Smart Chain network but we will support multi chains in the future.,https://nomiswap.io/,False,6.0,149.0,0.8328457149123413,0.8328457149123413,55743.89,55743.89,,2024-06-14 08:34:58.428855
blockchain_com,Blockchain.com,2012.0,United Kingdom,,https://www.blockchain.com/,False,6.0,150.0,0.7997539395882709,0.7997539395882709,53528.99,53528.99,12.0,2024-06-14 08:34:58.428855
soswap,Soswap,2020.0,Singapore,A decentralized exchange on top of Base network.,https://soswap.rai.finance/#/swap,False,6.0,151.0,0.7235281862705647,0.7235281862705647,48427.07,48427.07,4.0,2024-06-14 08:34:58.428855
deversifi,Rhino.fi,2017.0,British Virgin Islands,"rhino.fi is the the worlds best multichain DeFi aggregator. Explore all the best DeFi opportunities from one self-custodial layer 2 wallet. Trade. Swap. Invest. Earn. This is the future of DeFi - let’s grab it by the horns
",https://rhino.fi/,False,6.0,152.0,0.3532468658820296,0.3532468658820296,23643.46,23643.46,7.0,2024-06-14 08:34:58.428855
nash,Nash,2017.0,Liechtenstein,"Nash bridges the gap between crypto and your local currency. Our crypto/cash exchange service combines the lowest fees with instant delivery to the safest software wallet. With Nash Link for business, merchants can easily accept crypto from their customers and receive cash. Our digital banking services will seamlessly integrate traditional and decentralized finance (DeFi), with DeFi-powered high-interest savings and a crypto debit card.",https://nash.io,False,6.0,153.0,0.1381128586968437,0.1381128586968437,9244.15,9244.15,7.0,2024-06-14 08:34:58.428855
kine-protocol-spot,Kine Protocol (Spot),2019.0,Singapore,"Kine Protocol provides a peer-to-pool derivative market, where “general purpose” liquidity pools — backed by collateral of major crypto assets across multi-chains — serves as the passive counterparty to traders of perpetual contracts (perps). It provides traders with zero-slippage execution, guaranteed liquidity, up to 100x leverage with cross margin. The protocol allows traders to put up collateral on Ethereum, BNB Chain, Polygon and Avalanche.  There are three ways users can participate in the Kine Protocol ecosystem: as stakers, traders and liquidators.",https://www.kine.io/,False,6.0,154.0,0.0164989791147362,0.0164989791147362,1104.31,1104.31,5.0,2024-06-14 08:34:58.428855
bluelotusdao,BlueLotusDAO,2023.0,United States,"BlueLotusDao Friendly, Secure & Transparent part of Genesys Network Ecosystem. Creating opportunities for users to grow their crypto assets.",https://www.bluelotusdao.org/,False,4.0,155.0,0.0273691358801247,0.0,0.00,1831.87,1.0,2024-06-14 08:34:58.428855
hotcoin_global,Hotcoin,2017.0,Seychelles,"Operating out of Australia, Hotcoin Global is a digital asset trading platform. The obtained two different licenses to conduct its operations from AUSTRAC: digital currency trading and foreign currencies exchange. As of 2022, the centralized cryptocurrency exchange (CEX) had an estimated 5 million active users, with its daily transaction volume reaching billions of dollars.",https://www.hotcoin.com,False,5.0,156.0,14739.853177023571,7209.658182166833,482555615.81,986565347.07,7.0,2024-06-14 08:34:58.428855
raydium2,Raydium,,,,https://raydium.io/swap/,False,5.0,157.0,9170.395684848321,6955.145553108447,465520619.79,613791365.01,,2024-06-14 08:34:58.428855
aerodrome-slipstream,Aerodrome SlipStream,,,,https://aerodrome.finance/swap?,False,5.0,158.0,3527.3258459519257,1183.7542627317468,79230839.07,236090373.88,,2024-06-14 08:34:58.428855
coincheck,Coincheck,2014.0,Japan,,https://coincheck.com/,,5.0,159.0,1089.0889869054704,1089.0889869054704,72894718.93,72894718.93,10.0,2024-06-14 08:34:58.428855
meteora,Meteora,,,,https://app.meteora.ag/,False,5.0,160.0,2918.4920625179593,1026.1371365814193,68681236.38,195340014.58,,2024-06-14 08:34:58.428855
trubit,Trubit,,British Virgin Islands,,https://www.trubit.com/,False,5.0,161.0,1823.2343701716677,914.4919721025763,61208621.21,122032412.91,,2024-06-14 08:34:58.428855
thruster-v3,Thruster V3,,,,https://app.thruster.finance/,False,5.0,162.0,1286.74720313312,859.4114070915865,57521978.20,86124345.05,,2024-06-14 08:34:58.428855
websea,Websea,2023.0,Singapore,"Websea is a Web3 digital asset world for global youth.  The platform boasts a dual-account security system, intelligent copy-trading, and other innovative services, enabling more young individuals to access the Web 3.0 world conveniently, quickly, and securely.  Furthermore, through the tokenomics design of the platform's native token WBS based on Web3 attributes, more young people can reap substantial rewards and value returns while participating in Websea's social, entertainment, and gaming ecosystem.",https://www.websea.com/en,False,5.0,163.0,9674.084509355189,642.3249467169074,42991984.14,647504179.79,1.0,2024-06-14 08:34:58.428855
uniswap-bsc,Uniswap V3 (BSC),,,,https://app.uniswap.org/#/swap,False,5.0,164.0,586.4349408323536,586.4349408323536,39251163.77,39251163.77,,2024-06-14 08:34:58.428855
bitcoin_com,FMFW.io,2019.0,Bahamas,"The mission of FMFW.io is to empower people from all over the world to trade cryptocurrencies with ease and confidence, from first-time traders to advanced trading professionals. With high liquidity, 24/7 multilingual support and dozens of trading pairs, complemented with a high level of security, we offer an attractive platform for trading any cryptocurrency. Within one year since launch, on average, our exchange has been visited by more than 500K active traders per month, and this number continues to grow as you read this sentence. 

Key Features:

- Enjoy more than 130 available trading pairs
- Cutting-edge matching engine technologies
- Up 5x and 10x leverage for more than 29 markets
- Deep liquidity
- User-friendly trading terminal
- Tight spreads
- Consistent trading competitions and giveaways",https://fmfw.io/,False,6.0,165.0,2063.2553886682463,412.80052151026376,27629494.33,138097458.92,5.0,2024-06-14 08:34:58.428855
quickswap_v3,Quickswap (v3),2020.0,,,https://quickswap.exchange/#/swap,False,5.0,166.0,400.2348697539402,400.2348697539402,26788452.26,26788452.26,4.0,2024-06-14 08:34:58.428855
pancakeswap-v3-arbitrum,Pancakeswap V3 (Arbitrum),,,,https://pancakeswap.finance/swap?chain=arb,False,5.0,167.0,399.73054586350884,399.73054586350884,26754696.94,26754696.94,,2024-06-14 08:34:58.428855
thena-fusion,THENA FUSION,,,,https://www.thena.fi/swap,False,5.0,168.0,451.24850764915203,365.1905082268396,24442869.01,30202888.40,,2024-06-14 08:34:58.428855
traderjoe-v2-1-avalanche,Trader Joe V2.1 (Avalanche),,,,https://traderjoexyz.com/avalanche/trade,False,5.0,169.0,347.1516083438963,347.1516083438963,23235492.43,23235492.43,,2024-06-14 08:34:58.428855
kumex,KuCoin Futures,2019.0,,,https://futures.kucoin.com/trade,False,,,2594.921581527846,0.0,0.00,173682850.16,5.0,2024-06-14 08:34:58.428855
icrypex,Icrypex,2018.0,Turkey,"Welcome to ICRYPEX - where the future of finance is being reimagined through cutting-edge cryptocurrency and digital asset solutions. Since our inception in Istanbul in 2018, we have swiftly risen to become Turkey's leading corporate cryptocurrency exchange, serving millions of users, and now set to expand our global footprint. Holding a VASP license in two European Union countries and facilitating EUR, USD, TRY, RUB transfers, and more, ICRYPEX stands at the forefront of the crypto revolution, fostering innovation, accessibility, and trust.   Our foundation rests on innovation and financial responsibility, guiding us to provide a seamless, user-friendly experience while upholding complete transparency. With a robust product range, lightning-fast transactions, and competitively low commissions, ICRYPEX offers a global platform that confidently empowers users to explore the exciting world of digital assets.   At ICRYPEX, we believe in fostering well-informed trades, and in supporting this, we've gathered a team of cryptocurrency experts ready to assist you at any hour. Our commitment to round-the-clock customer support ensures you'll never face the crypto journey alone.   But we're more than just an exchange. ICRYPEX takes pride in giving back to society. We passionately support sports, nurture young athletes, promote education, and raise financial literacy levels, making a meaningful impact on the lives of many.   Trust in Crypto. Speed in Crypto. Transparency in Crypto. Accessibility in Crypto. This is what defines ICRYPEX - where rich opportunities await.   As Turkey's premier corporate cryptocurrency exchange, ICRYPEX is built on a foundation of secure, fast, and reliable trading capabilities, elevating your investment experience to unparalleled heights. Our commitment to global accessibility is evident in our self-managed order books, nodes, and trading and matching engines. We've tailored our platform to host a diverse range of cryptocurrencies, over 168 pairs, from established players like Bitcoin, Ethereum, and Ripple, to ARB, APT, ChainLink, and AVAX.   At ICRYPEX, we believe in personalized service. That's why we stand as Turkey's pioneering exchange with dedicated customer representatives available 24/7. Our goal is to make your journey seamless, whether you're a seasoned investor or just taking your first steps into the crypto realm.   We are driven by the promise of Web 3.0, seeking to empower Turkey's presence in the blockchain universe. With a firm belief in local talent and Turkish capital, we've crafted an infrastructure that's secure, transparent, and fast - all from day one.   ICRYPEX's unwavering commitment to effective communication is showcased in our 24/7 support and transparent auditing practices. As a forward-thinking industry leader, we continually invest in research and development to advance the Turkish cryptocurrency ecosystem and raise blockchain technology awareness throughout the nation.   But our vision doesn't stop at Turkey's borders. ICRYPEX is expanding its global reach, catering to clients of all sizes and locations. From large corporations to small and medium-sized businesses, our platform is designed to meet diverse needs. We offer a customizable white-label solution, allowing large corporations to tailor the platform to their own branding and requirements.   At ICRYPEX, we combine cutting-edge technology with a customer-centric approach, redefining the cryptocurrency trading experience. So come, step into the future of finance, where endless possibilities await. Join us at ICRYPEX, the frontier of innovation in the world of digital assets.",https://www.icrypex.com/en,False,5.0,170.0,1226.218335378299,282.40988590462064,18902210.47,82073037.17,6.0,2024-06-14 08:34:58.428855
cube,Cube,2023.0,Australia,"Cube.Exchange aims to solve the problem of founder risk by creating a unique hybrid market structure that takes advantage of the benefits of both traditional exchanges and the efficiencies offered by embracing certain elements of Web3 technology. This is designed to ensure that assets remain under the ownership of users and are never subject to co-mingling, re-hypothecation, misappropriation, or other illicit use by exchange founders or team members. The exchange has paired a number of innovations including an off-chain sequencer with an industry-leading lightning-fast matching engine, on-chain settlement, and a unique multi-party computation (MPC) wallet to ensure that only those parties authorised by a user have access to their funds. This market structure is an industry first and has been built from the ground-up to realise the true promise of efficient, trustless asset trading and ownership. Your keys, your trades, your assets - even in the event of a bankruptcy or insolvency.",https://www.cube.exchange/,False,5.0,171.0,279.07750748471994,279.07750748471994,18679168.29,18679168.29,1.0,2024-06-14 08:34:58.428855
traderjoe-v2-1-arbitrum,Trader Joe V2.1 (Arbitrum),,,,https://traderjoexyz.com/arbitrum/trade,False,5.0,172.0,258.1582039729277,258.1582039729277,17279001.02,17279001.02,,2024-06-14 08:34:58.428855
velodrome-finance-slipstream,Velodrome SlipStream,,,,https://velodrome.finance/swap,False,5.0,173.0,711.156894916884,178.52891333685457,11949266.88,47599032.39,,2024-06-14 08:34:58.428855
ekubo,Ekubo (Starknet),,,,https://app.ekubo.org,False,5.0,174.0,152.99042352229168,152.99042352229168,10239929.02,10239929.02,,2024-06-14 08:34:58.428855
toko_crypto,TokoCrypto,2017.0,Indonesia,"Founded in June 2017, Tokocrypto was born from a crypto fan group with strong confidence in the examples and benefits that blockchain technology can offer to the public. Tokocrypto aims to be Southeast Asia's leading exchange for digital assets by providing customers with an easy, simple, instant, and secure platform to transact with confidence. Furthermore, Tokocryoto aims to be a community center for members of the crypto world to gather together, allowing for the sharing of technical knowledge and expertise and championing new ideas.

Teamwork
We help each other to solve the problem.
We work together to realize our big dreams.
We value the contribution of each member.
We communicate freely and openly.
Innovation
We accept changes and use data to make decisions.
We strive to innovate helping users to simplify the process.
We always try to build something better than before.
Customer-oriented
We focus on solving customer problems.
We focus on open communication with our customers.
We build products that everyone will be easy to use.
Passion
We love what we do.
Contact us
Getting what is needed? Let's greet us!

support@tokocrypto.com
hello@tokocrypto.com

Join us
What are you waiting for? Start your crypto investment now with Tokocrypto. Register NOW!

More information about Tokocrypto, please visit www.tokocrypto.com and news.tokocrypto.com for the latest news in the crypto world.",https://tokocrypto.com,False,5.0,175.0,151.85088101827733,151.85088101827733,10163657.35,10163657.35,7.0,2024-06-14 08:34:58.428855
bitexen,Bitexen,2018.0,Turkey,,https://www.bitexen.com/,False,5.0,176.0,734.3411914683654,134.2626556725318,8986445.24,49150799.79,6.0,2024-06-14 08:34:58.428855
koinbazar,Koinbx,2020.0,India,"A global cryptocurrency exchange to buy, sell and trade cryptocurrencies anytime, anywhere.",https://koinbx.com/coin-list,False,5.0,177.0,129.54925735040214,107.90125213907466,7222028.26,8670968.87,4.0,2024-06-14 08:34:58.428855
tokpie,Tokpie,2018.0,Hong Kong,,https://tokpie.io/,False,5.0,178.0,76.9998521892477,76.9998521892477,5153741.02,5153741.02,6.0,2024-06-14 08:34:58.428855
balancer_arbitrum,Balancer V2 (Arbitrum),,,,https://arbitrum.balancer.fi/#/trade,False,5.0,179.0,73.51981884878566,73.51981884878566,4920816.02,4920816.02,,2024-06-14 08:34:58.428855
huobi_japan,BitTrade,2016.0,Japan,,https://www.bittrade.co.jp/,False,5.0,180.0,74.21655063076909,74.21655063076909,4967449.55,4967449.55,8.0,2024-06-14 08:34:58.428855
pancakeswap_stableswap,Pancakeswap (Stableswap),,,,https://pancakeswap.finance/swap,False,5.0,181.0,68.81049437712427,68.81049437712427,4605612.31,4605612.31,,2024-06-14 08:34:58.428855
sushiswap-v2-base,Sushiswap V2 (Base),,,,https://www.sushi.com/swap,False,5.0,182.0,67.71662648698074,67.71662648698074,4532397.73,4532397.73,,2024-06-14 08:34:58.428855
nile,NILE,,,,https://www.thenile.exchange/swap,False,5.0,183.0,180.8463267755347,59.66077610869996,3993204.92,12104375.60,,2024-06-14 08:34:58.428855
bitstorage,BitStorage,2018.0,Seychelles,,https://bitstorage.finance,False,5.0,184.0,53.32739330133784,53.32739330133784,3569300.02,3569300.02,6.0,2024-06-14 08:34:58.428855
katana,Katana,2021.0,,,https://katana.roninchain.com/#/swap,False,5.0,185.0,49.65497806681621,49.65497806681621,3323498.55,3323498.55,3.0,2024-06-14 08:34:58.428855
traderjoe,Trader Joe,,,,https://www.traderjoexyz.com/#/home,False,5.0,186.0,45.95604112295358,45.95604112295358,3075921.93,3075921.93,,2024-06-14 08:34:58.428855
kickex,KickEX,2020.0,Estonia,"KickEX is the exchange with the lowest trading fees on the market. It's the fastest-growing exchange with amazing iOS and Android apps available in stores. Buy crypto within a minute, trade without risk! Our Support Team will answer all your questions instantly, in 7 different languages. Simple and user-friendly interface and high-quality KickEX mobile apps make our customers’ trading more comfortable, without bothering themselves with a long search for information.",https://kickex.com/en,False,5.0,187.0,255.80128657962433,43.50768719025199,2912049.12,17121248.23,4.0,2024-06-14 08:34:58.428855
dodo_polygon,DODO (Polygon),,,,https://app.dodoex.io/,False,5.0,188.0,40.27292195985886,40.27292195985886,2695540.37,2695540.37,,2024-06-14 08:34:58.428855
biswap-v3-1,Biswap V3,,,,https://biswap.org/swap?,False,5.0,189.0,39.49117594453238,39.49117594453238,2643216.67,2643216.67,,2024-06-14 08:34:58.428855
sushiswap-v3-base,SushiSwap V3 (Base),2020.0,Japan,,https://www.sushi.com/swap,False,5.0,190.0,36.760738353627865,36.760738353627865,2460463.49,2460463.49,4.0,2024-06-14 08:34:58.428855
curve_optimism,Curve (Optimism),,,,https://optimism.curve.fi/,False,5.0,191.0,36.06617148232037,36.06617148232037,2413974.86,2413974.86,,2024-06-14 08:34:58.428855
bitbay,zondacrypto,2014.0,Estonia,"Zonda (ex-BitBay) is one of the largest digital currency exchanges in Europe with over 1 million users. The company was established in 2014 and it is regulated by the Estonian Financial Intelligence Unit (FIU). The Zonda exchange has a policy against money laundering and terrorism financing and ensures the safety and security of the deposits and trading via the platform by applying strict AML and KYC procedures.

Users can make transactions in over 50 coins and tokens in pairs with traditional currencies (EUR, GBP and PLN), stablecoins (USDT and USDC), and BTC and ETH. Zonda is continually developing and expanding its business, which has resulted in the creation of such products as Zonda FIAT Exchange and Zonda Pay. 

Zonda is on a mission to democratize the access to cryptocurrency. The company’s ambition is to develop simple intuitive tools, the education programmes, and the regulatory framework, that will help its customers to trade and spend confidently from a position of strength.

To know more about investments in digital assets, please visit www.zondaglobal.com.",https://zondacrypto.com/en/home,False,5.0,192.0,35.90058682412228,35.90058682412228,2402891.97,2402891.97,10.0,2024-06-14 08:34:58.428855
quickswap,Quickswap,2020.0,,"Next-gen Layer 2 DEX. Trade at lightning-fast speeds with near-zero gas fees. 
",https://quickswap.exchange/#/swap,False,5.0,193.0,32.15420605739672,32.15420605739672,2152139.85,2152139.85,4.0,2024-06-14 08:34:58.428855
btcbox,BTCBOX,2014.0,Japan,,https://www.btcbox.co.jp/,False,5.0,194.0,29.737740320288008,29.737740320288008,1990401.38,1990401.38,10.0,2024-06-14 08:34:58.428855
bitbns,BitBNS,2017.0,Estonia,,https://ref.bitbns.com/,False,5.0,195.0,25.743558767828738,25.743558767828738,1723063.50,1723063.50,7.0,2024-06-14 08:34:58.428855
retro,Retro,2022.0,United Arab Emirates,"Unique concentrated liquidity AMM on Polygon with ve(3,3) mechanics, oTokenomics and Merkl distributed emissions",https://retro.finance,False,5.0,196.0,44.64054498021329,24.995400915064057,1672987.92,2987873.37,2.0,2024-06-14 08:34:58.428855
quickswap-v3-manta-pacific,Quickswap V3 (Manta Pacific),,,,https://quickswap.exchange/#/swap,False,5.0,197.0,24.354344862248286,24.354344862248286,1630080.87,1630080.87,,2024-06-14 08:34:58.428855
uniswap-v3-avalanche,Uniswap V3 (Avalanche),,,,https://app.uniswap.org/#/swap?,False,5.0,198.0,24.094813221980665,24.094813221980665,1612709.94,1612709.94,,2024-06-14 08:34:58.428855
balancer_polygon,Balancer V2 (Polygon),,,,https://polygon.balancer.fi/#/trade,False,5.0,199.0,23.489075493731402,23.489075493731402,1572166.81,1572166.81,,2024-06-14 08:34:58.428855
nomiswap_stable,Nomiswap (Stable),,,,https://nomiswap.io/swap,False,5.0,200.0,21.586840500400083,21.586840500400083,1444846.74,1444846.74,,2024-06-14 08:34:58.428855
thruster-v2-0-3-fee-tier,Thruster V2 (0.3% Fee Tier),,,,https://app.thruster.finance/,False,5.0,201.0,20.56830171541888,20.56830171541888,1376674.07,1376674.07,,2024-06-14 08:34:58.428855
fraxswap_ethereum,Fraxswap (Ethereum),,,Fraxswap is the first constant product automated market maker with an embedded time-weighted average market maker (TWAMM) for conducting large trades over long periods of time trustlessly. It is fully permissionless and the core AMM is based on Uniswap V2. This new AMM helps traders execute large orders efficiently and will be heavily used by the Frax Protocol to increase the stability of the pegs for the FRAX & FPI stablecoins as well as return protocol excess profits to FXS holders through TWAMM purchases.,https://app.frax.finance/swap/main,False,5.0,202.0,19.86576395575804,19.86576395575804,1329651.94,1329651.94,,2024-06-14 08:34:58.428855
wagmi-kava,WAGMI (Kava),2023.0,United Arab Emirates,The Wagmi protocol is a limited TVL decentralized exchange with advanced liquidity provision strategies and GMI mechanics.,https://wagmi.com/,False,5.0,203.0,19.698268113683962,19.698268113683962,1318441.13,1318441.13,1.0,2024-06-14 08:34:58.428855
nostra,Nostra ,2024.0,Cayman Islands,Nostra Pools is an AMM product for optimal trading of volatile and stable assets. Deposit assets into these dynamic pools and earn swap fees.,https://app.nostra.finance/pools,False,5.0,204.0,19.082591931834383,19.082591931834383,1277232.80,1277232.80,0.0,2024-06-14 08:34:58.428855
sushiswap-v3-scroll,SushiSwap V3 (Scroll),,,,https://www.sushi.com/swap,False,5.0,205.0,17.987805358722127,17.987805358722127,1203956.73,1203956.73,,2024-06-14 08:34:58.428855
iziswap-linea,iZiSwap (Linea),,,,https://izumi.finance/trade/swap,False,5.0,206.0,17.6754941842764,17.6754941842764,1183053.17,1183053.17,,2024-06-14 08:34:58.428855
tanx,tanX,2023.0,British Virgin Islands,"tanX is the world's leading institutional DEX and the only DEX to support trading with known-counterparties. tanX powers the liquidity layer of some of the largest CEXs, institutional brokers, prime brokers & banks.",https://tanx.fi,False,5.0,207.0,79.91649954266185,16.297030184875048,1090790.05,5348957.56,1.0,2024-06-14 08:34:58.428855
syncswap-linea,SyncSwap (Linea),,,,https://syncswap.xyz/,False,5.0,208.0,16.239074442407173,16.239074442407173,1086910.97,1086910.97,,2024-06-14 08:34:58.428855
